customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount,effective_to_date
4386.277558,10621,67,28,22,321.6,20110211
6446.918637,43478,80,27,79,384.0,20110101
8427.172486,46503,215,4,21,1032.0,20110210
5290.127299,27179,66,8,91,344.201601,20110227
5592.455266,62229,70,13,26,336.0,20110112
18892.19767,0,92,34,39,441.6,20110131
13623.62257,67060,126,1,85,339.000467,20110127
25464.82059,13663,97,1,66,465.6,20110201
2175.624856,0,63,5,79,453.6,20110201
6699.222525,0,99,21,35,699.67536,20110113
9043.678095,97745,113,10,64,695.136477,20110213
4369.041685,26026,116,1,76,283.670312,20110126
51337.90677,72794,164,3,47,50.454459,20110224
28699.89392,47730,91,12,52,219.440024,20110119
4270.034394,0,122,27,2,725.870693,20110119
5345.994644,0,72,6,67,345.6,20110218
4774.747415,0,70,20,81,336.0,20110124
14727.50526,97785,73,35,36,236.614219,20110219
4755.47946,0,66,27,89,712.309237,20110224
3436.134281,30817,88,25,43,91.834668,20110218
8355.774443,64502,70,22,49,39.336222,20110121
3412.566597,30335,87,17,42,326.132867,20110129
6185.337641,21020,80,1,36,178.371281,20110210
8456.722498,84574,70,13,75,167.459769,20110115
3021.938522,0,84,26,37,700.725788,20110206
6966.142868,0,93,28,3,436.143226,20110226
10083.48688,11828,90,18,84,571.479602,20110219
2539.990699,54889,63,32,94,302.4,20110205
8456.455313,89918,105,15,72,367.230882,20110117
26576.31541,87002,110,27,30,199.851173,20110202
10963.95723,55687,276,33,91,1324.8,20110208
9671.98323,17103,87,24,29,417.6,20110217
1898.683686,0,70,17,20,702.020904,20110108
8595.146838,28441,73,10,98,686.020135,20110221
5532.753182,91212,69,9,92,270.311239,20110119
9371.773682,66325,117,10,10,497.719213,20110201
3975.321516,67895,101,25,27,403.937672,20110208
4456.016549,29550,114,16,70,118.750512,20110118
3495.891476,10275,97,10,8,465.6,20110102
8512.13221,61725,106,7,70,508.8,20110219
4650.063763,28215,65,15,26,468.0,20110110
13523.12989,10563,121,20,10,109.814874,20110119
4422.409799,0,62,10,97,722.432062,20110213
7320.98824,99722,61,6,48,292.8,20110109
7031.463693,16224,93,13,55,498.452698,20110124
5123.484988,72096,64,24,92,252.330905,20110119
9050.756606,63800,113,9,43,542.4,20110211
10963.95723,55687,276,33,91,1324.8,20110208
6039.020697,0,89,6,49,640.8,20110209
2108.493744,0,61,8,91,351.85681,20110102
9875.092794,29598,87,2,70,150.926696,20110103
6928.601611,22907,180,13,86,49.18776,20110110
14318.44839,22697,186,35,39,892.8,20110223
5107.071054,70174,64,18,80,128.90032,20110202
17223.89108,85378,107,7,4,513.6,20110218
7516.831717,31477,94,22,77,146.950756,20110220
5389.499465,66429,136,35,93,57.712985,20110107
6275.155361,0,90,15,55,900.242038,20110219
4722.237214,0,65,29,32,655.489027,20110206
6282.317743,0,172,23,6,141.460349,20110130
7986.191274,74217,100,35,3,418.005524,20110119
6503.219978,46298,88,11,82,128.292466,20110201
4881.753428,0,135,0,86,648.0,20110226
2514.59196,43860,65,15,58,156.124914,20110214
7955.442668,0,69,11,5,331.2,20110223
4809.21696,48029,61,7,52,292.8,20110218
9696.548818,86830,123,18,5,480.533246,20110202
8709.321889,0,77,29,21,509.100577,20110106
2858.452328,40706,71,30,96,166.123172,20110221
5233.949019,69231,65,19,7,193.243084,20110130
13494.76017,0,132,13,33,950.4,20110126
6870.607058,0,105,5,87,756.0,20110124
5652.72374,16171,74,8,36,311.004168,20110107
2345.262087,51397,61,20,61,292.8,20110203
19688.31898,83879,69,3,66,212.148485,20110110
7247.206475,63267,92,22,31,530.340202,20110203
6085.304178,44712,82,19,14,537.78416,20110103
5480.070226,59311,69,8,38,14.812808,20110119
6876.309925,81957,86,23,76,433.426544,20110207
5368.887709,59601,67,28,2,321.6,20110103
8283.066678,71034,103,26,15,494.4,20110222
5384.671725,13103,72,21,32,458.003651,20110226
3508.569533,20978,98,19,96,1176.2788,20110105
8427.172486,46503,215,4,21,1032.0,20110210
4553.809528,61064,113,32,77,539.774172,20110213
4318.433036,17572,110,0,35,639.769748,20110208
14091.19449,99823,116,2,64,250.183388,20110225
8693.631249,17453,118,12,70,566.4,20110227
6661.181553,55663,166,19,63,194.739777,20110131
2654.380994,73196,66,0,93,85.809817,20110218
4428.031583,58577,110,6,62,303.872752,20110129
5738.277584,88055,71,11,37,337.727542,20110115
5815.049178,0,80,17,96,384.0,20110214
4425.905071,80892,110,15,76,528.0,20110221
2574.020376,34990,65,23,73,42.689135,20110114
2832.513487,37124,72,4,17,430.518791,20110129
4876.315707,22236,62,3,45,409.425049,20110119
5181.620895,97131,64,5,80,307.2,20110203
5947.215835,67760,74,19,19,465.278453,20110109
2563.863345,0,69,13,74,97.691104,20110109
15144.40954,0,62,6,44,307.649586,20110225
5558.304507,37473,70,0,92,336.0,20110204
8109.364607,32314,68,17,77,326.4,20110212
15638.57599,49214,102,0,82,371.322406,20110223
8334.317162,49851,69,27,85,331.2,20110224
10418.31143,27951,91,32,4,436.8,20110112
6846.150323,0,95,13,20,456.0,20110127
9403.875138,56410,117,13,73,523.99823,20110126
16985.49688,22497,212,15,71,1017.6,20110219
21101.21422,61347,106,27,66,604.237801,20110213
2914.955295,37803,74,26,51,355.2,20110204
8593.866533,91276,105,14,4,504.0,20110228
6861.745956,30816,87,10,43,237.57033,20110222
2680.900678,41968,67,11,96,183.207703,20110211
15797.98978,35754,199,21,54,612.973779,20110225
2863.312165,36706,71,4,45,435.606086,20110220
30061.69259,48258,249,12,86,1195.2,20110129
10682.7619,52965,134,6,77,83.815183,20110110
2746.90319,0,84,25,44,604.8,20110124
2388.949198,0,65,8,5,455.644704,20110202
13776.74135,62634,116,10,89,122.017931,20110109
17263.64048,96917,61,24,2,71.942176,20110228
4669.22664,76157,116,15,80,556.8,20110214
4673.196379,53219,117,24,36,561.6,20110105
4347.591949,81412,109,1,29,344.294164,20110129
33873.18123,59744,105,1,79,476.486416,20110218
9100.787395,38898,117,26,68,561.6,20110119
6358.251692,0,94,19,98,17.938979,20110124
2628.468543,99961,66,6,54,316.8,20110216
7193.101159,30886,91,7,53,103.424766,20110101
5039.869278,35984,128,7,68,275.577631,20110204
3962.825542,0,125,27,97,539.5622,20110113
6425.709981,0,181,13,16,1303.2,20110119
15672.69696,0,139,4,35,667.2,20110129
3237.996209,60244,83,3,72,326.281835,20110116
12992.27561,0,72,8,61,518.4,20110206
22217.96796,37553,187,34,7,897.6,20110212
4931.258363,0,73,24,47,525.6,20110225
4330.38602,60475,107,9,18,513.6,20110216
8296.176276,0,111,3,59,672.91665,20110227
8334.359986,0,136,7,61,979.2,20110221
5348.071007,25545,69,19,49,331.2,20110104
2398.740007,24182,66,12,32,316.8,20110123
6622.05254,80979,84,32,27,25.961213,20110114
4155.946211,0,62,8,20,446.4,20110114
8430.059143,0,74,20,3,47.502366,20110204
2545.518369,29250,64,27,30,308.240792,20110201
5004.583872,33566,63,25,56,205.043307,20110214
2899.702858,65247,72,14,55,381.238176,20110111
6767.806751,39650,86,18,8,922.335972,20110131
3123.080994,0,101,1,83,960.115399,20110219
8184.691323,82680,68,8,86,326.4,20110116
7636.279594,0,111,30,86,799.2,20110105
9227.567263,0,129,15,42,619.2,20110124
7587.337272,0,69,17,60,460.741097,20110207
2191.133237,0,61,9,16,439.2,20110129
5004.135361,86834,64,2,93,0.099007,20110221
4794.931261,46143,122,15,85,223.028356,20110202
26730.06042,21275,240,3,58,1152.0,20110212
4260.765808,47746,106,9,4,246.696768,20110130
15477.27854,51675,196,11,86,940.8,20110117
5126.836814,85522,64,1,56,165.002742,20110114
4068.092649,0,63,3,35,753.22565,20110126
17712.20524,0,84,17,5,633.294203,20110127
9775.816061,55632,123,35,98,478.609999,20110214
20534.39224,0,93,24,25,669.6,20110129
5800.188903,0,78,32,37,374.4,20110219
3319.620511,69152,89,8,83,221.359492,20110112
6529.431827,13476,67,3,30,433.588181,20110205
7602.663689,0,105,2,84,914.538629,20110224
2839.808041,33252,71,20,4,407.668083,20110216
3288.209809,0,102,16,1,734.4,20110116
15031.5645,59456,189,11,7,907.2,20110115
5055.902381,88989,63,19,28,232.745161,20110110
8012.917253,0,107,17,39,513.6,20110208
8300.70769,17034,113,11,40,542.4,20110124
2516.103555,88435,62,16,61,136.263492,20110211
2749.407985,71445,70,6,95,336.0,20110122
8071.334962,72149,101,18,43,69.310166,20110207
2867.312197,23376,78,19,18,374.4,20110103
7285.030983,44788,61,6,48,386.031248,20110228
4118.588554,69379,103,14,79,494.4,20110128
5293.368089,38521,134,15,71,557.184015,20110218
13265.96256,34482,67,4,6,83.830109,20110103
2369.439009,0,68,35,35,487.345606,20110214
9816.528302,37256,62,15,7,128.969729,20110128
21914.40548,77311,181,18,36,113.609508,20110107
5143.88351,39268,66,30,96,188.870427,20110205
3136.698216,59644,79,15,94,379.2,20110203
7713.819259,0,68,2,33,326.4,20110106
2867.312197,23376,78,19,18,374.4,20110103
11516.40557,50854,73,15,72,101.489422,20110105
15025.19126,35158,76,14,27,165.958605,20110125
4013.849907,15413,106,4,67,508.8,20110104
3288.825448,17860,99,16,0,656.122925,20110117
13736.1325,16181,181,22,79,1261.319869,20110213
3890.87081,91182,96,8,90,249.140907,20110212
5701.277221,41154,72,6,7,345.6,20110116
2590.214327,18746,68,21,93,326.4,20110124
3223.331519,70277,80,23,4,84.818806,20110119
4912.025292,0,66,23,38,668.158687,20110124
6532.010543,24919,84,21,2,420.420755,20110125
8012.124825,0,79,22,82,335.234102,20110227
3731.504584,0,96,31,34,460.8,20110224
2702.380487,46370,68,28,86,326.4,20110203
23207.24981,89918,115,14,42,423.116739,20110203
3347.028677,37138,85,4,13,612.0,20110217
8382.630118,19683,117,17,41,561.6,20110204
11793.12528,32214,100,5,6,296.560998,20110207
2965.71995,26472,74,22,31,355.2,20110211
5646.323845,39841,72,9,40,440.128707,20110112
2452.491364,51085,62,4,58,406.902001,20110125
5953.213546,61006,74,6,99,73.919629,20110202
12883.81001,34148,109,27,30,451.566751,20110223
2471.528431,95697,61,16,55,114.273025,20110115
2927.07045,75685,73,35,47,369.918482,20110214
8400.788878,20870,72,20,90,345.6,20110130
2729.126448,66900,68,15,20,326.4,20110209
7643.068919,0,106,22,51,508.8,20110120
2493.591571,37043,68,25,89,30.984936,20110201
4170.572119,42837,106,15,39,290.580543,20110119
4908.207958,33305,62,3,12,353.77899,20110227
3891.583881,0,103,8,35,558.281543,20110218
2682.423898,24823,69,23,66,229.279059,20110204
10003.24729,98192,84,2,64,403.2,20110203
13094.60875,88249,108,9,71,244.803741,20110116
5719.785738,54585,71,33,39,340.8,20110110
9393.968332,39770,117,11,37,561.6,20110125
3433.82408,85367,85,27,20,67.975243,20110208
4932.878744,74809,61,7,35,283.787384,20110206
13610.10746,50144,114,0,35,786.934186,20110206
2913.323811,20075,79,7,2,483.731784,20110103
5111.304579,76448,63,9,13,302.4,20110213
4540.381153,59556,113,11,86,681.505066,20110122
5598.273622,14174,72,1,62,345.6,20110209
9638.066778,35230,61,27,2,16.214764,20110108
9801.287358,0,91,33,38,436.8,20110122
5504.139033,0,73,18,45,350.4,20110208
8447.801005,0,114,2,45,547.2,20110109
19927.63513,51352,66,21,87,95.661376,20110130
5815.261714,76675,72,5,38,141.718568,20110118
18690.34066,0,68,6,94,326.4,20110219
7224.235434,0,72,27,21,297.419028,20110120
8595.982289,94242,71,35,7,41.229484,20110124
12362.08766,0,113,4,92,217.92632,20110107
4916.303715,71153,122,1,94,209.019238,20110104
8935.274872,63326,225,5,99,1080.0,20110226
5433.214031,29629,71,21,51,228.443418,20110129
4847.24253,0,69,0,32,599.152722,20110101
5714.165863,23726,74,1,83,355.2,20110223
10097.68732,48999,86,6,65,412.8,20110219
4726.869327,13037,124,28,49,839.348464,20110110
7079.790277,24245,63,0,22,302.4,20110130
5395.434909,44047,137,12,38,969.232217,20110221
9452.996411,91942,117,34,61,561.6,20110122
5284.312599,37640,67,25,74,174.046849,20110227
20215.3918,77058,63,16,42,119.331041,20110212
2510.054168,0,73,29,38,525.6,20110212
19884.91592,63755,62,28,40,291.860708,20110112
4014.453113,37384,99,9,17,475.2,20110108
2540.689797,42557,65,4,35,57.562324,20110228
27382.81893,45473,76,10,29,188.938397,20110102
4875.31604,10743,70,12,64,336.0,20110204
12324.2654,0,113,5,90,813.6,20110111
2280.386988,0,61,16,29,283.881697,20110219
4165.994433,0,64,27,32,575.890362,20110207
4974.801539,75644,65,5,68,467.803638,20110118
2404.917967,63455,61,26,71,287.654819,20110214
3032.816016,73782,76,11,97,111.622054,20110131
2891.272351,80590,71,4,19,134.158389,20110202
15261.41386,59797,127,4,50,609.6,20110107
5015.009472,48567,130,12,15,624.0,20110203
5325.394799,62470,66,34,84,243.766542,20110118
5291.395332,57338,66,9,85,316.8,20110226
16107.19004,63288,199,12,92,558.433218,20110116
7605.637524,55281,192,22,68,921.6,20110129
3065.365332,22985,77,4,65,458.056054,20110217
6245.575806,39608,78,14,15,22.961216,20110108
9406.381948,99189,117,27,27,75.302707,20110210
7815.46882,0,112,27,46,574.102379,20110105
9747.99401,0,92,7,89,514.360634,20110131
4686.469674,58089,118,31,83,566.4,20110212
8869.619888,81350,110,1,28,228.185834,20110221
4741.808942,0,65,2,73,731.289267,20110120
24178.68478,43704,201,29,67,1064.482165,20110125
7951.777533,75497,100,5,72,71.773341,20110122
6762.082924,40372,85,15,17,76.975713,20110222
3044.78946,17489,85,31,28,587.689075,20110114
5908.16294,86277,74,19,33,212.039619,20110203
4574.547243,0,63,3,5,453.6,20110215
8377.499751,0,74,14,38,355.2,20110105
22332.43946,49078,97,10,3,484.013411,20110111
5838.89915,81082,73,5,85,281.295903,20110106
7577.065297,0,116,20,9,835.2,20110206
8012.841201,40635,102,4,45,489.6,20110224
9217.978125,26351,119,14,87,571.2,20110112
2749.189304,0,80,15,83,824.487259,20110128
3588.87609,42836,89,32,99,244.580023,20110111
3954.538361,40175,102,34,78,154.721555,20110227
3230.576665,62873,81,0,41,207.75186,20110105
5158.648497,0,74,24,98,588.936956,20110204
2776.582901,50985,71,7,31,307.68931,20110208
12836.00951,0,116,6,28,835.2,20110228
28421.57022,42803,245,21,56,889.288242,20110106
2276.392936,0,69,34,13,624.980751,20110118
3895.961837,35970,98,29,81,470.4,20110226
4247.683347,44537,106,13,42,441.907057,20110126
6005.847375,13528,86,21,35,412.8,20110223
2719.506996,14030,72,11,3,345.6,20110124
4185.757242,0,64,0,56,492.644465,20110216
33473.34946,33190,106,18,95,508.8,20110111
7331.508054,0,100,1,25,61.580247,20110129
9320.284812,21033,118,5,22,738.975495,20110103
3312.323945,26285,84,7,1,403.2,20110108
5560.278162,0,74,29,52,65.953005,20110214
8214.602384,73245,68,33,48,305.121363,20110106
8647.139152,0,119,5,31,244.816163,20110213
4446.738622,0,61,32,42,616.279356,20110224
7769.841954,74365,193,11,85,926.4,20110117
3911.118202,30821,97,27,59,451.319227,20110207
2731.520409,69844,68,5,9,184.379697,20110102
8401.788653,0,124,15,86,595.2,20110130
5875.038074,55836,73,8,87,314.936185,20110102
6188.379423,40352,77,31,33,406.367233,20110210
4506.577736,14985,116,12,45,571.319514,20110131
10548.53703,27458,131,18,62,730.373515,20110115
35203.57475,56343,295,11,69,1612.962321,20110226
8193.750001,12780,111,17,53,225.437098,20110101
5313.436344,68558,131,16,11,280.903779,20110122
4379.770178,47747,111,31,76,165.588524,20110222
20885.55547,16113,81,27,19,494.890996,20110123
2771.963072,0,79,6,55,379.2,20110103
5461.548993,39626,69,23,0,485.705851,20110107
2570.235172,49304,65,28,48,312.0,20110217
2227.072755,27972,61,7,38,292.8,20110105
5394.000979,27568,68,0,62,278.689331,20110203
2300.691547,25905,63,21,12,302.4,20110115
25360.10404,21442,108,16,83,518.4,20110103
4374.038985,34516,113,12,70,42.950852,20110114
4953.358432,0,68,11,90,342.468248,20110208
4590.811214,28354,118,33,20,320.327775,20110201
5062.37379,0,72,22,58,345.6,20110121
9075.768214,37722,116,8,23,158.077504,20110126
8133.157212,32021,70,12,58,336.0,20110125
2869.301319,13393,73,31,11,34.708194,20110224
27937.75093,13624,117,4,11,561.6,20110205
2606.186321,27800,67,9,78,321.6,20110119
7764.273102,58419,191,29,6,202.468807,20110204
18380.39026,50407,92,30,67,352.060768,20110208
6102.953572,0,84,0,76,856.347474,20110205
9191.672825,77603,114,10,83,547.2,20110124
9581.281433,75606,119,6,97,571.2,20110123
7532.262392,41458,98,6,67,191.100227,20110219
2795.321353,0,74,6,61,420.765993,20110120
5673.840992,0,82,13,87,445.001296,20110225
15016.18511,70619,187,2,84,293.948632,20110101
3087.249746,41273,77,16,19,221.226696,20110110
5480.701059,46946,70,10,37,336.0,20110106
7944.973807,0,113,10,97,542.4,20110213
8543.247323,99180,106,15,20,33.751887,20110114
5380.898636,55350,67,0,13,321.6,20110224
4650.063763,28215,65,15,26,468.0,20110110
36946.06393,75425,116,25,88,663.643801,20110130
3314.55133,63583,83,15,8,167.39959,20110125
4566.377261,0,66,27,28,475.2,20110112
5597.12496,37995,139,16,50,667.2,20110127
2540.551456,37125,63,29,78,290.911693,20110123
2939.330187,53357,73,4,77,55.320014,20110129
16068.34838,70140,199,25,15,955.2,20110123
7360.873696,52380,186,27,76,892.8,20110116
2700.985899,79292,67,18,58,55.394702,20110129
3095.705571,0,92,31,24,774.892461,20110112
4383.751482,0,123,14,97,1480.336748,20110125
9928.874825,75425,123,3,49,823.798803,20110101
2399.17815,20992,64,21,73,307.2,20110123
3402.777293,57428,85,34,40,414.649796,20110128
8711.302422,92606,109,26,75,287.437831,20110218
4358.762008,86001,109,4,27,523.2,20110131
2551.226692,79751,63,15,67,392.235698,20110119
5642.747998,68654,71,32,21,208.048487,20110209
4151.667368,0,61,7,71,208.892861,20110217
2842.025913,92629,72,22,1,60.845685,20110126
8791.444942,54094,112,9,51,502.994931,20110112
8268.272933,95419,70,6,61,336.0,20110202
8581.637267,66466,71,20,35,293.016168,20110115
5244.40475,68131,130,22,27,226.607648,20110101
8509.019846,56481,106,7,17,273.250112,20110112
4743.615503,70082,119,17,23,571.2,20110210
22754.66137,51437,115,35,30,244.086665,20110208
5335.015944,0,73,6,97,525.6,20110126
6966.319103,27972,90,13,7,240.318607,20110210
21205.37785,24930,76,7,16,364.8,20110211
4271.200049,26245,110,6,43,44.284642,20110206
5580.818466,57883,69,4,0,431.847824,20110205
2224.089639,0,64,20,4,483.25721,20110105
2709.539796,58828,68,13,98,446.751243,20110117
2890.338106,51906,73,29,78,374.864662,20110110
6403.577368,28095,82,18,2,393.6,20110131
5981.381645,88723,74,12,94,355.2,20110216
6225.022266,53078,79,29,81,200.97608,20110116
8496.358981,88895,106,0,87,209.863509,20110130
10213.99111,60078,127,23,60,140.819942,20110108
4547.162694,0,67,26,4,321.6,20110227
5741.696078,45820,71,4,89,249.742856,20110208
2388.353882,0,73,12,84,677.970934,20110214
12624.96121,12439,115,22,78,552.0,20110119
8382.478392,25998,71,16,38,791.878042,20110127
4964.666365,98451,62,19,57,316.546868,20110131
2871.437451,23803,72,11,90,410.548521,20110111
13080.78528,0,124,12,58,595.2,20110214
2482.411991,26100,67,6,29,482.4,20110113
2726.834065,0,73,8,63,376.923839,20110116
4776.186527,0,67,10,38,315.215329,20110205
6091.89923,65252,78,27,75,482.48791,20110203
5015.009472,48567,130,12,15,624.0,20110203
9035.671134,34337,113,20,44,542.4,20110121
4381.880534,20394,115,28,84,508.614758,20110101
5775.517825,0,76,20,17,784.611446,20110225
4250.282624,0,61,17,1,292.8,20110118
2347.048112,31617,62,17,29,244.269407,20110202
6940.069184,0,62,31,30,297.6,20110116
2572.506605,21104,66,34,74,118.454974,20110107
41491.74481,37748,181,21,22,868.8,20110114
3571.346578,0,96,19,30,438.661509,20110118
12734.21253,25023,82,31,38,397.139856,20110107
4529.112791,0,62,22,57,271.164139,20110224
4177.876779,14108,109,27,88,523.2,20110113
9824.745841,23923,82,29,61,393.6,20110126
2430.801647,0,67,1,19,321.6,20110217
19160.98994,22705,239,19,59,1294.700423,20110220
3301.518961,0,89,10,83,427.2,20110125
4692.098956,0,69,31,89,506.92275,20110103
8092.87696,50825,102,3,46,369.614729,20110205
3964.534974,14616,106,16,23,575.260213,20110222
2497.531509,0,69,5,74,272.381465,20110117
9656.212573,29504,125,16,29,1224.56345,20110212
8888.143979,58789,111,4,69,215.438825,20110206
7347.410517,29491,61,26,62,292.8,20110118
8578.364528,78077,107,11,47,438.069458,20110119
3467.323976,0,96,2,53,799.251165,20110118
8901.468512,76558,74,2,45,216.980413,20110113
2619.337376,78618,66,7,56,225.578841,20110205
8838.085637,82664,114,24,10,133.425609,20110121
10127.77087,23053,132,5,97,780.941649,20110116
4633.452912,50250,117,3,93,561.6,20110105
7796.000083,32169,199,0,74,785.82348,20110203
2993.024583,0,80,28,97,286.115778,20110215
7985.472561,99069,66,7,28,77.442722,20110106
3508.569533,20978,98,19,96,1176.2788,20110105
2722.210707,17576,71,29,70,398.502948,20110202
2783.583044,42297,71,29,62,200.38673,20110122
8649.997286,0,115,0,3,824.597262,20110121
4652.91278,0,63,21,23,151.231247,20110105
8395.806331,0,110,22,72,161.092415,20110111
8804.53711,48990,74,3,20,355.2,20110114
7155.337765,16916,64,31,31,377.512951,20110228
3954.344534,18375,103,8,50,535.080276,20110225
15032.9003,17150,65,28,19,689.800891,20110117
8257.666512,23815,73,4,47,424.330166,20110112
9256.918609,21947,118,30,76,566.4,20110119
6507.751779,0,97,4,11,863.219668,20110120
2530.705137,89451,63,11,2,61.769564,20110121
5482.549359,79325,68,4,31,251.294821,20110210
4050.506193,88454,101,8,89,308.749796,20110226
6326.679236,0,87,2,41,417.6,20110110
2627.76229,20943,69,0,86,240.00056,20110204
7814.604545,51972,66,19,22,316.8,20110207
6314.579645,54408,79,29,17,288.329793,20110116
6386.278164,23751,82,4,9,586.921708,20110120
2537.969253,37612,64,0,32,307.2,20110211
5335.375586,91603,69,4,92,472.67262,20110228
4549.079221,0,62,12,53,639.758314,20110110
4836.21886,16450,128,6,81,871.484565,20110108
6478.801192,50864,83,18,86,158.362972,20110224
35440.14262,74560,110,31,20,528.0,20110216
2404.380963,62488,62,35,47,200.689331,20110224
9264.565015,55837,117,16,35,741.867506,20110214
2433.024631,0,66,12,71,475.2,20110228
5367.089817,97742,67,33,57,67.648392,20110106
2452.360892,0,69,13,75,496.8,20110124
8646.504109,64125,108,3,44,369.818708,20110102
4340.086445,0,62,22,39,446.4,20110106
4930.949334,70412,61,27,12,136.291083,20110120
5292.632491,0,70,13,8,336.0,20110120
8986.610653,66267,111,23,95,1093.708851,20110126
5619.967791,0,82,14,23,863.935307,20110121
10340.45566,40882,89,6,17,393.637436,20110112
6369.262355,34498,83,30,72,398.4,20110120
2767.5949,0,74,0,52,355.2,20110130
4831.421687,23228,64,4,0,307.2,20110220
4282.947971,40864,109,16,70,166.937747,20110226
5718.276608,46133,73,7,78,19.626306,20110111
2580.849899,46900,66,13,59,316.8,20110209
6481.382268,0,92,1,17,441.6,20110211
5133.414764,53390,64,13,41,278.999409,20110210
9369.639891,99185,115,8,19,449.428182,20110125
3196.578455,62815,80,14,84,47.061469,20110110
4720.608872,26277,61,17,30,292.8,20110228
8861.900439,41854,110,17,44,481.269644,20110116
6032.737631,0,86,4,56,412.8,20110204
6832.36853,66627,85,32,55,733.21126,20110114
2242.090803,12131,64,32,60,251.44949,20110228
4157.698118,0,110,4,61,528.0,20110203
6189.122455,0,90,4,18,648.0,20110101
5643.724704,33317,72,18,31,345.6,20110210
5332.462694,68931,66,32,30,309.577946,20110222
2121.313061,0,67,6,60,321.6,20110226
8281.740124,19189,108,21,9,518.4,20110105
7835.929299,49390,195,31,15,738.05105,20110120
2552.913868,33124,67,35,7,80.119997,20110206
2795.410029,40516,70,21,31,137.168874,20110131
8007.399376,0,112,12,93,537.6,20110102
6886.324494,34615,87,6,73,417.6,20110106
5106.781547,29894,72,9,69,16.510134,20110207
5612.375586,0,79,32,2,379.2,20110207
5658.912313,0,84,32,96,847.490817,20110130
7263.599744,86732,180,0,95,204.373113,20110222
8712.157741,68516,216,17,0,95.693949,20110121
9198.685111,31562,115,14,6,552.0,20110110
5162.370678,0,74,33,92,582.420512,20110110
6289.946999,24477,79,15,32,379.2,20110105
3649.708655,0,100,31,80,480.0,20110131
6766.558551,20046,87,15,59,417.6,20110224
4631.011293,78152,114,18,35,547.2,20110112
6810.52531,0,65,7,47,733.522405,20110114
9378.634228,36067,117,30,78,561.6,20110107
15762.53198,44362,66,15,75,142.113373,20110215
2635.505781,77350,66,11,4,316.8,20110106
5741.72743,86641,71,17,79,161.752532,20110129
8414.942855,72258,105,8,50,12.497538,20110127
9123.911266,70737,114,25,12,741.655597,20110103
15994.008,0,159,19,75,1410.16929,20110216
9022.08313,0,125,7,99,988.535078,20110110
4759.664624,0,81,10,80,388.8,20110124
3993.882994,17672,110,28,16,792.0,20110109
18853.73945,0,173,24,21,1245.6,20110114
8840.193762,47297,115,10,46,796.130111,20110122
6696.903521,57240,83,18,79,83.652384,20110109
8476.082867,28181,109,32,41,523.2,20110122
5205.748188,31275,66,26,0,316.8,20110126
6141.961623,0,182,24,45,1310.4,20110217
4376.363592,63774,111,18,63,60.036683,20110228
12375.02163,78441,103,6,73,613.866905,20110105
3451.10244,0,104,19,65,499.2,20110131
8107.26533,0,76,0,91,364.8,20110123
8662.048958,0,117,0,65,511.422666,20110212
8696.907111,91423,109,3,71,435.796252,20110201
2535.266473,86933,63,3,64,269.563038,20110226
5633.741543,65255,72,3,65,321.457124,20110202
5176.730072,41533,65,2,46,232.879766,20110207
5531.723723,50097,71,25,81,17.484679,20110116
2810.671023,73858,72,8,59,422.59237,20110228
2780.729047,94943,69,3,22,387.545055,20110222
2572.452634,72685,68,20,97,14.464783,20110221
7664.219255,60184,199,7,44,161.61574,20110123
3839.746159,0,106,29,38,763.2,20110213
2509.268453,74045,64,23,83,307.2,20110108
14566.09246,52564,122,33,28,42.131925,20110211
3220.775528,19098,87,35,3,417.6,20110106
3199.824902,78784,80,33,72,239.964694,20110125
16045.10952,0,65,10,10,163.046956,20110220
4918.916267,29256,63,33,41,302.4,20110217
5623.757656,77912,71,2,21,23.89816,20110131
5677.465907,45345,72,28,86,99.039453,20110225
3016.444225,25630,86,8,63,412.8,20110107
5279.124682,22280,68,10,48,169.414572,20110212
4803.935174,0,69,31,25,496.8,20110224
2608.786334,61567,65,35,78,39.532978,20110211
7832.569008,34644,66,7,36,316.8,20110109
4260.33573,26991,119,34,65,856.8,20110205
2369.369299,49746,61,5,88,624.42874,20110119
20604.01627,0,72,8,61,723.010515,20110221
2652.067994,49625,66,29,9,261.549577,20110108
2597.864075,49308,65,7,97,150.235884,20110214
7712.436971,63624,95,10,5,175.243467,20110114
4698.88415,80358,116,19,2,443.637243,20110111
3403.919366,38460,88,15,1,91.55098,20110224
4355.702301,0,64,22,22,460.8,20110102
11095.97445,0,101,10,48,727.2,20110103
3300.684961,0,92,3,9,711.323244,20110215
6981.081694,34835,89,1,45,294.691896,20110120
16922.12519,93836,139,1,19,497.353106,20110105
7639.670244,34075,196,8,87,451.896687,20110123
19237.77089,35624,66,6,55,227.44626,20110102
2915.649943,83218,72,6,42,245.103885,20110102
4196.429642,24641,105,12,82,504.0,20110214
16473.16905,22828,106,11,54,508.8,20110224
2657.570431,0,71,22,25,340.8,20110113
3267.709691,28729,90,26,19,338.744392,20110127
2584.532849,72731,65,10,7,125.704164,20110114
5503.919257,59932,71,16,77,116.600107,20110213
8021.067105,54292,67,4,26,321.6,20110216
19606.35999,0,194,0,22,931.2,20110221
1904.000852,0,63,22,7,302.4,20110114
7288.297591,59414,91,23,21,340.32278,20110124
